rule,says,support,confidence,lift
link_default & sidebar_default & uploaded_image,human,0.24402885386053969,0.7071848869619077,1.0789960182204552
timezone_missing & uploaded_image,human,0.21613678867218808,0.7071678321678322,1.0789699966591375
custom_sidebar_colour & has_description & has_location,human,0.2874165108201977,0.7071118706454581,1.0788846126797447
custom_link_colour & tweet_count_high,human,0.08565321934277317,0.7071018967798853,1.078869394931971
has_location & timezone_missing,human,0.118567993588031,0.7064629099013053,1.0778944528618075
account_age_days_high & tweets_per_day_low & uploaded_image,human,0.053433075073470476,0.7062146892655368,1.0775157271811937
has_description & has_location & uploaded_image,human,0.41806037937483304,0.7062009206607095,1.077494719563442
has_location & link_default & sidebar_default,human,0.1328346246326476,0.7060494177790401,1.0772635621828417
has_description & timezone_missing & uploaded_image,human,0.171039273310179,0.7059991177767976,1.0771868163372549
sidebar_default & uploaded_image,human,0.2600587763825808,0.7059762111981432,1.0771518663438164
has_location & sidebar_default,human,0.14491049959925192,0.7056986729117876,1.0767284088981008
timezone_missing & tweet_count_low,human,0.09676729895805504,0.7052180685358255,1.0759951208746106
has_description & sidebar_default & uploaded_image,human,0.20512957520705316,0.7047916284193134,1.075344474634555
has_description & has_location,human,0.41891530857600856,0.7047191011235955,1.075233815223226
custom_sidebar_colour & has_location & tweet_count_high,human,0.07534063585359338,0.7042957042957043,1.0745878123181238
account_age_days_high & tweets_per_day_low,human,0.05386053967405824,0.7039106145251397,1.0740002568757534
has_description & timezone_missing & tweet_count_low,human,0.06866150146940957,0.7037239868565169,1.0737155074204887
location_missing & timezone_missing & uploaded_image,human,0.09831685813518568,0.7036328871892925,1.0735765109854565
tweets_per_day_low & uploaded_image,human,0.17141330483569328,0.7033545275158956,1.0731518002983846
has_description & link_default & tweets_per_day_low,human,0.0667913438418381,0.702247191011236,1.0714622680397263
link_default & tweet_count_low & tweets_per_day_low,human,0.0752872027785199,0.7013439522150323,1.0700841403639598
location_missing & sidebar_default & uploaded_image,human,0.11605663905957787,0.7010974822466107,1.0697080857855308
has_description,human,0.5698637456585627,0.7006766966690756,1.0690660670276986
custom_sidebar_colour & has_description & tweet_count_high,human,0.08880577077210794,0.7003792667509482,1.0686122596807432
link_default & location_missing & uploaded_image,human,0.1225220411434678,0.7001526717557253,1.068266529586532
has_description & has_location & timezone_missing,human,0.10729361474752871,0.6996515679442509,1.067501964297787
has_description & has_location & sidebar_default,human,0.13149879775581086,0.6995451961341672,1.067339666203403
link_default & uploaded_image,human,0.28570665241784665,0.6994113799869195,1.0671354945748572
has_location & link_default & uploaded_image,human,0.16318461127437883,0.6988558352402745,1.0662878653613026
custom_sidebar_colour & tweet_count_high & uploaded_image,human,0.09243921987710393,0.6987075928917609,1.0660616827791705
custom_sidebar_colour & tweet_count_high,human,0.0924926529521774,0.6982654296087132,1.0653870467248547
has_description & sidebar_default & tweet_count_low,human,0.07106598984771574,0.6981627296587928,1.0652303510161674
link_default & sidebar_default & tweet_count_low,human,0.09788939353459791,0.6976389946686976,1.0644312559289644
has_description & link_default & uploaded_image,human,0.2291210259150414,0.6957650494888853,1.061572061078142
tweets_per_day_low,human,0.17381779321399946,0.6952340243641804,1.0607618429786105
has_location & link_default,human,0.16409297355062785,0.6947963800904978,1.0600941018582803
sidebar_default & tweet_count_low,human,0.1008282126636388,0.6947717231222387,1.0600564811864257
tweet_count_low & tweets_per_day_low & uploaded_image,human,0.12465936414640663,0.6914641375222289,1.0550098918741655
has_description & link_default & tweet_count_low,human,0.07469943895271172,0.6903703703703703,1.053341063222035
link_default & tweet_count_low,human,0.10494255944429602,0.6903339191564147,1.0532854473350972
has_description & location_missing,human,0.1509484370825541,0.689697265625,1.0523140653980005
has_description & has_location & link_default,human,0.1498797755810847,0.6883435582822086,1.0502486298101692
has_description & text_n_urls_low & tweets_per_day_high,human,0.05915041410633182,0.6862988220706757,1.0471288484471464
has_description & tweets_per_day_low & uploaded_image,human,0.13892599519102325,0.6858348720654182,1.0464209710341026
has_description & sidebar_default & timezone_missing,human,0.11584290675928399,0.6849921011058452,1.0451351029019968
has_description & tweets_per_day_low,human,0.13913972749131712,0.6832852269745473,1.042530818753355
tweet_count_low & tweets_per_day_low,human,0.12695698637456584,0.6817790530846484,1.0402327554605573
has_description & sidebar_default,human,0.20635853593374298,0.6811287477954144,1.0392405441864652
custom_link_colour & custom_sidebar_colour & timezone_missing,human,0.05476890195030724,0.681063122923588,1.0391404162330793
custom_link_colour & custom_sidebar_colour & tweets_per_day_low,human,0.07769169115682607,0.6810304449648712,1.0390905574366187
has_description & link_default & timezone_missing,human,0.11915575741383917,0.6809160305343512,1.0389159882154235
has_description & link_default & sidebar_default,human,0.19177130643868553,0.6808954657560234,1.0388846112525665
has_description & timezone_missing,human,0.17205450173657494,0.6800422386483632,1.037582789524223
tweet_count_low & uploaded_image,human,0.1639861074004809,0.6800354531353866,1.0375724364445427
custom_link_colour & timezone_missing & uploaded_image,human,0.058455784130376706,0.6799254195152269,1.0374045512985057
has_location & tweet_count_high & uploaded_image,human,0.0939353459791611,0.679814385150812,1.0372351392546428
has_description & has_location & tweet_count_high,human,0.09110339300026717,0.6795536070147469,1.0368372538138748
custom_link_colour & timezone_missing,human,0.058722949505744054,0.6792336217552534,1.036349032378083
has_location & tweet_count_high,human,0.09409564520438152,0.6791361357500965,1.036200291909592
custom_link_colour & has_description & timezone_missing,human,0.05289874432273577,0.6780821917808219,1.034592223966907
custom_link_colour & tweets_per_day_low & uploaded_image,human,0.08105797488645472,0.6778373547810546,1.0342186609104385
custom_link_colour & tweets_per_day_low,human,0.0812717071867486,0.6769025367156208,1.0327923507771763
custom_sidebar_colour & tweets_per_day_low & uploaded_image,human,0.08773710927063852,0.6751644736842104,1.0301404797815097
has_description & link_default,human,0.23034998664173123,0.6747534825481296,1.0295134050129013
custom_sidebar_colour & tweets_per_day_low,human,0.0879508415709324,0.6745901639344262,1.0292642196341746
custom_sidebar_colour & timezone_missing & uploaded_image,human,0.06203580016029923,0.6726535341830824,1.026309383029218
account_age_days_high & desc_len_high & uploaded_image,human,0.06123430403419717,0.6721407624633431,1.0255270152862765
account_age_days_high & desc_len_high,human,0.06134117018434411,0.6721311475409836,1.0255123452005144
account_age_days_high & desc_len_high & has_description,human,0.06134117018434411,0.6721311475409836,1.0255123452005144
custom_sidebar_colour & timezone_missing,human,0.062302965535666575,0.6720461095100864,1.0253825973814827
account_age_days_high & desc_len_high & has_location,human,0.056371894202511354,0.6719745222929936,1.0252733723066505
has_location & tweets_per_day_low & uploaded_image,human,0.11033930002671653,0.6704545454545454,1.0229542489957457
custom_sidebar_colour & has_description & timezone_missing,human,0.056211594977290946,0.6700636942675159,1.022357903001513
tweet_count_low,human,0.16703179267966872,0.6680914725368668,1.019348761497429
has_location & tweets_per_day_low,human,0.1106064654020839,0.6679574056147145,1.0191442072459957
custom_link_colour & has_description & tweets_per_day_low,human,0.07234838364947903,0.6666666666666667,1.0171748464590469
has_description & tweet_count_low & tweets_per_day_low,human,0.09671386588298156,0.6651966188901138,1.0149319030269428
custom_sidebar_colour & has_description & tweets_per_day_low,human,0.07827945498263425,0.6628959276018099,1.0114215950650476
has_description & tweet_count_low & uploaded_image,human,0.12882714400213732,0.6627267729521715,1.011163505282887
has_description & tweet_count_low,human,0.12920117552765162,0.6593946004908644,1.0060794022653292
has_description & has_location & tweets_per_day_low,human,0.09933208656158161,0.6587526576895818,1.005099950159834
custom_link_colour & has_location & tweets_per_day_low,human,0.06150146940956452,0.6580903373356204,1.004089406753313
has_description & tweet_count_high & uploaded_image,human,0.11295752070531659,0.6571339757538078,1.0026302263356037
